seqid,signalp_type,p_other,p_SP,signalp_start,signalp_end,phobius_start,phobius_end,phobius_type,count_up_1000,count_up_200,count_up_100,phobius_compound_hydro,signalp_compound_hydro
C3_05460W_A,OTHER,1,0,NA,NA,0,0,OTHER,1,1,0,NA,NA
C2_03310C_A,OTHER,1,0,NA,NA,0,0,OTHER,1,1,0,NA,NA
CR_00010C_A,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
C1_13810W_A,OTHER,1,0,NA,NA,0,0,OTHER,6,1,0,NA,NA
C4_06000W_A,OTHER,1,1e-6,NA,NA,19,43,TM,2,0,0,58.611111111111114,NA
C5_00240W_A,OTHER,1,0,NA,NA,0,0,OTHER,3,0,0,NA,NA
C3_04300C_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
C1_11060C_A,OTHER,1,0,NA,NA,0,0,OTHER,1,1,0,NA,NA
CR_06690C_A,OTHER,1,0,NA,NA,0,0,OTHER,1,1,1,NA,NA
CR_05300C_A,OTHER,1,3e-6,NA,NA,18,38,TM,3,0,0,74.2,NA
C2_04440W_A,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
C3_06190C_A,SP,0.001564,0.998425,3,15,3,13,SP,4,1,1,26.644444444444446,31.488888888888894
C5_05170W_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
C1_08060W_A,OTHER,1,0,NA,NA,0,0,OTHER,2,2,2,NA,NA
C2_01740C_A,OTHER,1,0,NA,NA,0,0,OTHER,4,0,0,NA,NA
C4_05620C_A,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
C5_00280C_A,OTHER,0.977481,0.022531,NA,NA,4,14,SP,1,0,0,17.111111111111107,NA
C2_06510W_A,OTHER,0.999996,4.4e-5,NA,NA,0,0,OTHER,0,0,0,NA,NA
CR_03780C_A,OTHER,1,0,NA,NA,0,0,OTHER,1,1,1,NA,NA
C5_03740W_A,OTHER,1,0,NA,NA,0,0,OTHER,1,1,0,NA,NA
C4_02140C_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
CR_06950C_A,OTHER,1,0,NA,NA,0,0,OTHER,2,1,1,NA,NA
C1_12750C_A,OTHER,1,1e-6,NA,NA,0,0,OTHER,2,0,0,NA,NA
C3_06180C_A,OTHER,1,3e-6,NA,NA,34,55,TM,1,0,0,60.866666666666674,NA
C2_00130W_A,OTHER,0.999821,1.71e-4,NA,NA,8,16,SP,3,1,1,14.299999999999997,NA
CR_05980W_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
C2_10590W_A,OTHER,1,0,NA,NA,0,0,OTHER,2,0,0,NA,NA
C1_01860W_A,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
C7_04020C_A,OTHER,1,0,NA,NA,0,0,OTHER,1,1,0,NA,NA
C1_05500W_A,OTHER,1,0,NA,NA,0,0,OTHER,1,1,0,NA,NA
C5_03330C_A,OTHER,1,0,NA,NA,0,0,OTHER,6,2,0,NA,NA
C2_04010C_A,OTHER,1,1e-6,NA,NA,0,0,OTHER,2,2,0,NA,NA
C6_01950C_A,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
C4_00970C_A,OTHER,1,0,NA,NA,0,0,OTHER,1,1,1,NA,NA
C2_02060C_A,OTHER,0.999916,8.1e-5,NA,NA,0,0,OTHER,0,0,0,NA,NA
C6_04130C_A,SP,3.28e-4,0.99963,3,14,2,12,SP,1,0,0,29.94444444444444,32.666666666666664
CR_02580W_A,OTHER,1,0,NA,NA,0,0,OTHER,5,0,0,NA,NA
C1_03950C_A,OTHER,1,0,NA,NA,0,0,OTHER,2,2,0,NA,NA
C4_04170C_A,OTHER,1,1e-6,NA,NA,0,0,OTHER,16,10,6,NA,NA
CR_10210W_A,SP,7.6e-4,0.999194,4,16,4,14,SP,1,0,0,17.477777777777774,20.65555555555555
CR_00800C_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
CR_03220C_A,OTHER,1,0,NA,NA,0,0,OTHER,1,1,0,NA,NA
C2_08780W_A,OTHER,1,0,NA,NA,0,0,OTHER,1,1,1,NA,NA
C6_00450C_A,OTHER,0.999999,2e-6,NA,NA,30,54,TM,1,1,1,60.27777777777777,NA
C5_05140W_A,OTHER,1,0,NA,NA,0,0,OTHER,3,0,0,NA,NA
C2_05210W_A,OTHER,1,1e-6,NA,NA,0,0,OTHER,0,0,0,NA,NA
CR_06490C_A,OTHER,1,0,NA,NA,0,0,OTHER,2,2,0,NA,NA
C4_03920W_A,OTHER,1,0,NA,NA,0,0,OTHER,2,0,0,NA,NA
C2_03150C_A,OTHER,0.999902,9.6e-5,NA,NA,0,0,OTHER,3,1,1,NA,NA
C1_08020W_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
C4_00420C_A,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
C3_05900W_A,OTHER,1,0,NA,NA,15,33,TM,2,2,2,54.25555555555556,NA
CR_09790W_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
C2_01380W_A,SP,2.26e-4,0.999742,3,14,3,16,SP,3,1,1,41.06666666666667,35.2
C3_07640C_A,OTHER,1,3e-6,NA,NA,0,0,OTHER,1,0,0,NA,NA
C7_03320C_A,OTHER,1,5e-6,NA,NA,0,0,OTHER,0,0,0,NA,NA
C1_07430W_A,SP,4.62e-4,0.999503,3,14,3,14,SP,6,1,1,32.266666666666666,32.266666666666666
C6_04280W_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
C1_07710C_A,OTHER,1,1.2e-5,NA,NA,0,0,OTHER,2,1,0,NA,NA
C1_04740W_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
C3_01260C_A,OTHER,0.56999,0.429998,NA,NA,6,13,SP,1,0,0,15.911111111111113,NA
C5_04490C_A,OTHER,1,0,NA,NA,0,0,OTHER,1,1,1,NA,NA
C1_12760W_A,OTHER,1,2e-6,NA,NA,0,0,OTHER,1,0,0,NA,NA
C1_07030C_A,SP,0.002107,0.997886,3,16,3,14,SP,8,2,1,23.066666666666666,26.91111111111111
C3_01700W_A,OTHER,1,9e-6,NA,NA,0,0,OTHER,4,0,0,NA,NA
C1_09750W_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
C2_05400W_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
C6_03530C_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
C4_06780C_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
CR_02990C_A,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
C6_01650C_A,OTHER,1,0,NA,NA,12,30,TM,2,0,0,41.800000000000004,NA
C1_04980C_A,OTHER,0.999938,6.7e-5,NA,NA,0,0,OTHER,1,0,0,NA,NA
C2_09790W_A,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
CR_05580C_A,OTHER,1,0,NA,NA,0,0,OTHER,2,0,0,NA,NA
C2_03430W_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
CR_00060C_A,OTHER,1,0,NA,NA,0,0,OTHER,2,2,1,NA,NA
C3_07820W_A,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
C1_04240C_A,OTHER,1,0,NA,NA,0,0,OTHER,10,0,0,NA,NA
C4_06980W_A,SP,5.42e-4,0.999439,3,12,4,12,SP,2,1,1,26.9,29.88888888888889
CR_10570C_A,OTHER,1,0,NA,NA,0,0,OTHER,2,2,1,NA,NA
C1_09550W_A,OTHER,0.999279,7.16e-4,NA,NA,21,38,TM,2,0,0,52.60000000000001,NA
CR_07620W_A,OTHER,1,0,NA,NA,0,0,OTHER,9,4,1,NA,NA
C2_10700C_A,OTHER,1,0,NA,NA,0,0,OTHER,7,1,1,NA,NA
C7_01740C_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
C4_01770W_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
C5_05470W_A,OTHER,0.964132,0.035874,NA,NA,0,0,OTHER,0,0,0,NA,NA
C1_09190C_A,OTHER,1,0,NA,NA,0,0,OTHER,3,0,0,NA,NA
C4_00430W_A,OTHER,1,4e-6,NA,NA,28,49,TM,1,1,1,56.71111111111111,NA
C7_02610C_A,OTHER,0.999103,8.96e-4,NA,NA,0,0,OTHER,0,0,0,NA,NA
C2_09210W_A,OTHER,0.973898,0.026097,NA,NA,2,9,SP,1,0,0,30.93333333333333,NA
C5_02520W_A,OTHER,1,0,NA,NA,0,0,OTHER,2,1,1,NA,NA
C2_09780C_A,SP,0.0021,0.99787,3,15,3,14,SP,1,0,0,24.800000000000004,26.86666666666667
C1_09250W_A,OTHER,1,4e-6,NA,NA,0,0,OTHER,2,0,0,NA,NA
C7_03230C_A,OTHER,1,0,NA,NA,17,37,TM,1,1,0,59.733333333333334,NA
C3_05520C_A,OTHER,1,0,NA,NA,0,0,OTHER,3,1,1,NA,NA
C1_07830C_A,OTHER,1,1e-6,NA,NA,0,0,OTHER,1,0,0,NA,NA
C7_02050C_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
C2_04240C_A,OTHER,1,0,NA,NA,0,0,OTHER,4,1,0,NA,NA
C2_09930W_A,OTHER,0.999932,7.6e-5,NA,NA,0,0,OTHER,0,0,0,NA,NA
C2_08300C_A,OTHER,0.995042,0.004967,NA,NA,0,0,OTHER,2,0,0,NA,NA
C5_00550C_A,OTHER,0.999985,2.3e-5,NA,NA,20,38,TM,2,0,0,56.36666666666667,NA
C5_01090C_A,OTHER,1,0,NA,NA,0,0,OTHER,1,1,0,NA,NA
C3_02290W_A,OTHER,1,0,NA,NA,0,0,OTHER,2,0,0,NA,NA
C2_08820C_A,OTHER,1,1e-6,NA,NA,0,0,OTHER,3,1,1,NA,NA
C1_03250C_A,OTHER,1,0,NA,NA,0,0,OTHER,2,0,0,NA,NA
C1_02080W_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
C1_01400C_A,OTHER,1,5e-6,NA,NA,0,0,OTHER,3,3,3,NA,NA
C6_03440W_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
C4_05440C_A,SP,6.67e-4,0.999286,4,18,8,16,SP,3,1,0,25.200000000000003,42.00000000000001
CR_00340C_A,OTHER,1,1e-6,NA,NA,0,0,OTHER,0,0,0,NA,NA
C7_00230W_A,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
C4_03730C_A,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
C4_05760W_A,OTHER,1,0,NA,NA,0,0,OTHER,2,0,0,NA,NA
C1_11320C_A,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
C5_00950C_A,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
C1_11650W_A,OTHER,1,0,NA,NA,0,0,OTHER,4,2,2,NA,NA
C1_03920C_A,OTHER,1,1e-6,NA,NA,0,0,OTHER,0,0,0,NA,NA
CR_08330W_A,OTHER,0.999597,3.95e-4,NA,NA,0,0,OTHER,1,1,1,NA,NA
C1_03320C_A,OTHER,1,0,NA,NA,0,0,OTHER,2,2,2,NA,NA
C5_03860W_A,OTHER,1,1e-6,NA,NA,0,0,OTHER,0,0,0,NA,NA
C7_00270W_A,OTHER,1,1e-6,NA,NA,0,0,OTHER,2,1,1,NA,NA
C2_09370C_A,OTHER,1,0,NA,NA,0,0,OTHER,2,0,0,NA,NA
CR_02170W_A,OTHER,1,0,NA,NA,0,0,OTHER,4,3,3,NA,NA
C3_06760W_A,OTHER,1,0,NA,NA,0,0,OTHER,1,1,1,NA,NA
C3_05620W_A,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
C7_04240C_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
C3_06090C_A,OTHER,1,1e-6,NA,NA,12,31,TM,1,1,0,68,NA
C7_04040C_A,OTHER,1,0,NA,NA,0,0,OTHER,2,0,0,NA,NA
C6_04250W_A,OTHER,1,0,NA,NA,0,0,OTHER,2,2,0,NA,NA
C5_04710W_A,OTHER,1,8e-6,NA,NA,0,0,OTHER,1,0,0,NA,NA
CR_04650W_A,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
C6_02650C_A,OTHER,1,1e-5,NA,NA,28,46,TM,2,0,0,48.55555555555555,NA
C6_02740W_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
C4_05190C_A,OTHER,1,0,NA,NA,0,0,OTHER,7,0,0,NA,NA
C1_11030W_A,OTHER,1,0,NA,NA,0,0,OTHER,2,1,1,NA,NA
C3_01550C_A,SP,0.011657,0.988309,3,17,6,16,SP,5,3,2,17.477777777777778,23.833333333333336
CR_02890C_A,OTHER,1,1e-6,NA,NA,0,0,OTHER,2,0,0,NA,NA
C5_04770W_A,OTHER,0.999944,4.2e-5,NA,NA,40,58,TM,1,0,0,34.411111111111104,NA
C7_02950C_A,OTHER,1,0,NA,NA,0,0,OTHER,8,8,0,NA,NA
C5_04100W_A,OTHER,1,1e-6,NA,NA,0,0,OTHER,2,0,0,NA,NA
C7_01930C_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
CR_01140C_A,OTHER,1,0,NA,NA,0,0,OTHER,2,1,1,NA,NA
C1_10540C_A,OTHER,1,0,NA,NA,0,0,OTHER,1,1,1,NA,NA
C5_01700W_A,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
CR_00980C_A,OTHER,1,0,NA,NA,0,0,OTHER,13,1,1,NA,NA
C3_07020W_A,OTHER,1,1e-6,NA,NA,0,0,OTHER,1,0,0,NA,NA
C1_01790W_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
C3_07610W_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
C4_02200C_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
C1_05390C_A,OTHER,1,1e-6,NA,NA,0,0,OTHER,0,0,0,NA,NA
C3_04130W_A,OTHER,0.999716,2.82e-4,NA,NA,0,0,OTHER,0,0,0,NA,NA
C1_08900W_A,OTHER,1,1e-6,NA,NA,0,0,OTHER,2,0,0,NA,NA
C1_04590W_A,OTHER,0.999741,2.76e-4,NA,NA,20,36,TM,0,0,0,40.8,NA
C7_04180W_A,OTHER,0.999997,8e-6,NA,NA,0,0,OTHER,0,0,0,NA,NA
C5_05110C_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
CR_02720C_A,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
C5_05220W_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
C6_01070C_A,OTHER,1,0,NA,NA,0,0,OTHER,2,1,0,NA,NA
C4_01550C_A,OTHER,1,2e-6,NA,NA,8,18,SP,2,2,2,19.18888888888889,NA
CR_03210C_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
C1_05270C_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
C1_02970W_A,OTHER,1,0,NA,NA,0,0,OTHER,2,1,0,NA,NA
C1_06150W_A,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
C2_06840W_A,OTHER,0.950937,0.049083,NA,NA,6,23,TM,1,0,0,50.800000000000004,NA
CR_06110C_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
C1_07570C_A,OTHER,1,6e-6,NA,NA,0,0,OTHER,0,0,0,NA,NA
C4_06990W_A,OTHER,0.999981,2.6e-5,NA,NA,15,32,TM,0,0,0,45.60000000000001,NA
C5_01570C_A,SP,9.07e-4,0.999063,3,10,2,13,SP,2,0,0,38.93333333333334,25.955555555555556
CR_04290W_A,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
C7_00790W_A,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
C7_01380W_A,OTHER,0.999664,3.3e-4,NA,NA,0,0,OTHER,5,0,0,NA,NA
C1_14140C_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
CR_06150C_A,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
C7_00300W_A,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
C3_00300W_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
C1_04560W_A,OTHER,1,1e-6,NA,NA,0,0,OTHER,1,0,0,NA,NA
C1_01850C_A,OTHER,1,0,NA,NA,0,0,OTHER,2,0,0,NA,NA
C1_09170W_A,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
C2_09040W_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
CR_00590W_A,OTHER,1,0,NA,NA,0,0,OTHER,2,1,0,NA,NA
C4_06600W_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
C1_07950C_A,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
C3_01640C_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
C6_04440C_A,OTHER,0.994914,0.00509,NA,NA,7,18,SP,0,0,0,37.46666666666667,NA
C1_01800W_A,OTHER,0.999833,1.84e-4,NA,NA,0,0,OTHER,0,0,0,NA,NA
C1_12250C_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
C7_02660C_A,OTHER,0.999975,2.8e-5,NA,NA,0,0,OTHER,3,0,0,NA,NA
C5_05500C_A,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
CR_10500C_A,OTHER,1,0,NA,NA,12,30,TM,0,0,0,53.411111111111126,NA
C3_01090W_A,SP,0.115948,0.884015,16,30,17,28,SP,1,0,0,36.26666666666667,45.333333333333336
C3_04870W_A,OTHER,1,1e-6,NA,NA,0,0,OTHER,3,1,1,NA,NA
CR_07720C_A,OTHER,1,1e-6,NA,NA,27,49,TM,0,0,0,55.96666666666666,NA
CR_01000C_A,OTHER,0.854545,0.145452,NA,NA,12,37,TM,2,1,0,80.31111111111112,NA
C2_02120W_A,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
C7_01990C_A,OTHER,1,3e-6,NA,NA,0,0,OTHER,0,0,0,NA,NA
C3_05760W_A,OTHER,1,0,NA,NA,0,0,OTHER,7,1,0,NA,NA
C6_03930W_A,OTHER,0.999994,1.3e-5,NA,NA,35,55,TM,2,1,1,63.46666666666667,NA
CR_05710C_A,OTHER,1,0,NA,NA,0,0,OTHER,3,1,1,NA,NA
C2_00930C_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
C2_00070C_A,OTHER,1,3e-6,NA,NA,9,17,SP,0,0,0,21.800000000000004,NA
C2_03280W_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
C6_00820W_A,SP,0.00298,0.997003,3,14,6,17,SP,3,2,2,30.66666666666667,30.66666666666667
C3_02060W_A,OTHER,1,0,NA,NA,0,0,OTHER,1,0,0,NA,NA
C3_01730C_A,SP,5.22e-4,0.999443,3,20,3,14,SP,9,1,1,22.93333333333333,38
C7_01840W_A,OTHER,1,7e-6,NA,NA,0,0,OTHER,2,0,0,NA,NA
C6_00010W_A,OTHER,0.999773,2.48e-4,NA,NA,10,21,SP,NA,NA,NA,31.06666666666667,NA
C6_02090C_A,OTHER,1,0,NA,NA,0,0,OTHER,4,3,2,NA,NA
C4_02010C_A,OTHER,1,1e-6,NA,NA,15,39,TM,0,0,0,74.72222222222223,NA
C2_03020C_A,OTHER,1,4e-6,NA,NA,0,0,OTHER,1,0,0,NA,NA
C2_01670C_A,OTHER,1,2e-6,NA,NA,20,38,TM,0,0,0,59.95555555555556,NA
C4_04260C_A,OTHER,1,1e-6,NA,NA,0,0,OTHER,0,0,0,NA,NA
C3_01660W_A,OTHER,0.999672,3.2e-4,NA,NA,25,33,SP,1,0,0,27.8,NA
CR_01700C_A,OTHER,1,0,NA,NA,0,0,OTHER,7,0,0,NA,NA
C1_07170C_A,OTHER,1,0,NA,NA,0,0,OTHER,7,2,1,NA,NA
C2_07790C_A,OTHER,1,0,NA,NA,0,0,OTHER,0,0,0,NA,NA
C6_01920C_A,OTHER,1,0,NA,NA,0,0,OTHER,2,1,1,NA,NA
C5_01260W_A,OTHER,1,1e-6,NA,NA,0,0,OTHER,1,1,0,NA,NA
C7_04160W_A,OTHER,1,1.3e-5,NA,NA,0,0,OTHER,0,0,0,NA,NA
C6_02250W_A,OTHER,0.999993,9e-6,NA,NA,0,0,OTHER,0,0,0,NA,NA
